UniqueID,_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
825,601f31a60a720f053c0000d0,Null,Null,2021-02-07 00:17:42,2021-02-07 00:17:42,Null,2021-02-07 00:17:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
826,60204ae80a7214ad25000111,Null,Null,2021-02-07 20:17:44,2021-02-07 20:17:44,Null,2021-02-07 20:17:44,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
827,6020776d0a7214ad25000120,Null,Null,2021-02-07 23:27:41,2021-02-07 23:27:41,Null,2021-02-07 23:27:41,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
828,601fee520a720f053c000120,Null,Null,2021-02-07 13:42:42,2021-02-07 13:42:42,Null,2021-02-07 13:42:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
829,601fdb920a7214ad250000e2,Null,Null,2021-02-07 12:22:42,2021-02-07 12:22:42,Null,2021-02-07 12:22:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
830,601ffa0a0a7214ad250000f2,Null,Null,2021-02-07 14:32:42,2021-02-07 14:32:42,Null,2021-02-07 14:32:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
831,602057ce0a720f053c000151,Null,Null,2021-02-07 21:12:46,2021-02-07 21:12:46,Null,2021-02-07 21:12:46,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
832,601fe3c80a7214ad250000e6,Null,Null,2021-02-07 12:57:44,2021-02-07 12:57:44,Null,2021-02-07 12:57:44,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
833,601f36570a7214ad2500009d,Null,Null,2021-02-07 00:37:43,2021-02-07 00:37:43,Null,2021-02-07 00:37:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
834,60205b510a7214ad25000117,Null,Null,2021-02-07 21:27:45,2021-02-07 21:27:45,Null,2021-02-07 21:27:45,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
835,601fda670a720f053c00011a,Null,Null,2021-02-07 12:17:43,2021-02-07 12:17:43,Null,2021-02-07 12:17:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
836,602067080a7214ad2500011c,Null,Null,2021-02-07 22:17:44,2021-02-07 22:17:44,Null,2021-02-07 22:17:44,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
837,601f8be40a7214ad250000c2,Null,Null,2021-02-07 06:42:44,2021-02-07 06:42:44,Null,2021-02-07 06:42:44,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
838,601f7f010a7214ad250000be,Null,Null,2021-02-07 05:47:45,2021-02-07 05:47:45,Null,2021-02-07 05:47:45,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
839,601f46bf0a7214ad250000a4,Null,Null,2021-02-07 01:47:43,2021-02-07 01:47:43,Null,2021-02-07 01:47:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
840,601fb3ba0a720f053c000109,Null,Null,2021-02-07 09:32:42,2021-02-07 09:32:42,Null,2021-02-07 09:32:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
841,601f38af0a720f053c0000d4,Null,Null,2021-02-07 00:47:43,2021-02-07 00:47:43,Null,2021-02-07 00:47:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
842,60202b430a7214ad25000103,Null,Null,2021-02-07 18:02:43,2021-02-07 18:02:43,Null,2021-02-07 18:02:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
843,601f35290a7214ad2500009c,Null,Null,2021-02-07 00:32:41,2021-02-07 00:32:41,Null,2021-02-07 00:32:41,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
844,601f4dc50a7214ad250000a9,Null,Null,2021-02-07 02:17:41,2021-02-07 02:17:41,Null,2021-02-07 02:17:41,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
845,602017570a720f053c000132,Null,Null,2021-02-07 16:37:43,2021-02-07 16:37:43,Null,2021-02-07 16:37:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
846,601f58540a7214ad250000ad,Null,Null,2021-02-07 03:02:44,2021-02-07 03:02:44,Null,2021-02-07 03:02:44,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
847,601fcd820a7214ad250000db,Null,Null,2021-02-07 11:22:42,2021-02-07 11:22:42,Null,2021-02-07 11:22:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
848,601f39db0a720f053c0000d5,Null,Null,2021-02-07 00:52:43,2021-02-07 00:52:43,Null,2021-02-07 00:52:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
849,6020e91a0a720f053c000196,Null,Null,2021-02-08 07:32:42,2021-02-08 07:32:42,Null,2021-02-08 07:32:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
850,60217b960a720f05a8000012,Null,Null,2021-02-08 17:57:42,2021-02-08 17:57:42,Null,2021-02-08 17:57:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
851,60207fa20a7214ad25000123,Null,Null,2021-02-08 00:02:42,2021-02-08 00:02:42,Null,2021-02-08 00:02:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
852,60219c670a720f05a8000028,Null,Null,2021-02-08 20:17:43,2021-02-08 20:17:43,Null,2021-02-08 20:17:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
853,6020eb730a720f053c000197,Null,Null,2021-02-08 07:42:43,2021-02-08 07:42:43,Null,2021-02-08 07:42:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
854,602181720a7214d8e9000034,Null,Null,2021-02-08 18:22:42,2021-02-08 18:22:42,Null,2021-02-08 18:22:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
855,6021c0bb0a7214d8e900004e,Null,Null,2021-02-08 22:52:43,2021-02-08 22:52:43,Null,2021-02-08 22:52:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
856,6020e46b0a720f053c000194,Null,Null,2021-02-08 07:12:43,2021-02-08 07:12:43,Null,2021-02-08 07:12:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
857,6020c84a0a720f053c000187,Null,Null,2021-02-08 05:12:42,2021-02-08 05:12:42,Null,2021-02-08 05:12:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
858,60216d880a7214d8e9000004,Null,Null,2021-02-08 16:57:44,2021-02-08 16:57:44,Null,2021-02-08 16:57:44,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
859,6020a2cd0a720f053c000175,Null,Null,2021-02-08 02:32:45,2021-02-08 02:32:45,Null,2021-02-08 02:32:45,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
860,60212be60a7214ad25000166,Null,Null,2021-02-08 12:17:42,2021-02-08 12:17:42,Null,2021-02-08 12:17:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
861,6020ac2a0a720f053c000177,Null,Null,2021-02-08 03:12:42,2021-02-08 03:12:42,Null,2021-02-08 03:12:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
862,6021c56a0a720f05a8000036,Null,Null,2021-02-08 23:12:42,2021-02-08 23:12:42,Null,2021-02-08 23:12:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
863,6020b4610a7214ad25000139,Null,Null,2021-02-08 03:47:45,2021-02-08 03:47:45,Null,2021-02-08 03:47:45,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
864,6020e0e50a720f053c000193,Null,Null,2021-02-08 06:57:41,2021-02-08 06:57:41,Null,2021-02-08 06:57:41,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
865,602175ba0a7214d8e9000007,Null,Null,2021-02-08 17:32:42,2021-02-08 17:32:42,Null,2021-02-08 17:32:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
866,60217f1b0a720f05a8000016,Null,Null,2021-02-08 18:12:43,2021-02-08 18:12:43,Null,2021-02-08 18:12:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
867,6020cbce0a7214ad25000140,Null,Null,2021-02-08 05:27:42,2021-02-08 05:27:42,Null,2021-02-08 05:27:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
868,6021804a0a720f05a8000019,Null,Null,2021-02-08 18:17:46,2021-02-08 18:17:46,Null,2021-02-08 18:17:46,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
869,602198e50a720f05a8000027,Null,Null,2021-02-08 20:02:45,2021-02-08 20:02:45,Null,2021-02-08 20:02:45,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
870,602145ae0a720f0573000007,Null,Null,2021-02-08 14:07:42,2021-02-08 14:07:42,Null,2021-02-08 14:07:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
871,602176c90a7214d8e9000028,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-02-08 17:37:13,2021-02-08 17:37:13,2021-02-08 17:37:13,2021-02-08 17:37:13,2021-02-08 17:37:13,25.0,2021-03-08 17:37:13,1.0,FINISHED,1.0,6021768799409b11fcf8987f
872,602116ce0a7214ad2500015e,Null,Null,2021-02-08 10:47:42,2021-02-08 10:47:42,Null,2021-02-08 10:47:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
873,6021ca1c0a720f05a8000039,Null,Null,2021-02-08 23:32:44,2021-02-08 23:32:44,Null,2021-02-08 23:32:44,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
874,6020faae0a7214ad25000152,Null,Null,2021-02-08 08:47:42,2021-02-08 08:47:42,Null,2021-02-08 08:47:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
875,602160a30a720f05c0000001,Null,Null,2021-02-08 16:02:43,2021-02-08 16:02:43,2021-02-08 16:02:51,2021-02-08 16:02:43,Null,Null,Null,Null,PENDING,Null,54ca99a9e4b0b11b4f7d6dc5
876,6020a0720a720f053c000173,Null,Null,2021-02-08 02:22:42,2021-02-08 02:22:42,Null,2021-02-08 02:22:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
877,6020f0220a7214ad25000150,Null,Null,2021-02-08 08:02:42,2021-02-08 08:02:42,Null,2021-02-08 08:02:42,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
878,60214de60a720f057300000b,Null,Null,2021-02-08 14:42:46,2021-02-08 14:42:46,Null,2021-02-08 14:42:46,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
879,6021f05f0a720f05a8000062,Null,Null,2021-02-09 02:15:59,2021-02-09 02:15:59,Null,2021-02-09 02:15:59,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
880,6021d37b0a720f05a800003c,Null,Null,2021-02-09 00:12:43,2021-02-09 00:12:43,Null,2021-02-09 00:12:43,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
881,6021ed3c0a720f05a800005f,Null,Null,2021-02-09 02:02:36,2021-02-09 02:02:36,Null,2021-02-09 02:02:36,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
882,6022f4e60a7214d8e9000112,Null,Null,2021-02-09 20:47:34,2021-02-09 20:47:34,Null,2021-02-09 20:47:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
883,6021ed890a720f05a8000060,Null,Null,2021-02-09 02:03:53,2021-02-09 02:03:53,Null,2021-02-09 02:03:53,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
884,6022b0ef0a7214d8e90000f3,Null,Null,2021-02-09 15:57:35,2021-02-09 15:57:35,Null,2021-02-09 15:57:35,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
885,6022d8c90a720f05a80000e7,Null,Null,2021-02-09 18:47:37,2021-02-09 18:47:37,Null,2021-02-09 18:47:37,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
886,60231cbd0a720f05a8000108,Null,Null,2021-02-09 23:37:33,2021-02-09 23:37:33,Null,2021-02-09 23:37:33,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
887,60227c330a720f05a800009c,Null,Null,2021-02-09 12:12:35,2021-02-09 12:12:35,Null,2021-02-09 12:12:35,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
888,6021efe50a7214d8e9000081,Null,Null,2021-02-09 02:13:57,2021-02-09 02:13:57,Null,2021-02-09 02:13:57,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
889,6022e8000a720f05a80000ef,Null,Null,2021-02-09 19:52:32,2021-02-09 19:52:32,Null,2021-02-09 19:52:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
890,6022c1580a7214d8e90000ff,Null,Null,2021-02-09 17:07:36,2021-02-09 17:07:36,Null,2021-02-09 17:07:36,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
891,602213e70a720f05a8000071,Null,Null,2021-02-09 04:47:35,2021-02-09 04:47:35,Null,2021-02-09 04:47:35,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
892,6023216c0a720f05a800010a,Null,Null,2021-02-09 23:57:32,2021-02-09 23:57:32,Null,2021-02-09 23:57:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
893,6021d63a0a7214d8e9000058,Null,Null,2021-02-09 00:24:26,2021-02-09 00:24:26,Null,2021-02-09 00:24:26,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
894,60223a950a7214d8e90000a2,Null,Null,2021-02-09 07:32:37,2021-02-09 07:32:37,Null,2021-02-09 07:32:37,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
895,602299b40a720f05a80000bc,5.0,All-receipts receipt bonus,2021-02-09 14:18:28,2021-02-09 14:18:28,2021-02-09 14:18:34,2021-02-09 14:18:34,2021-02-09 14:18:29,5.0,2021-02-08 14:18:28,2.0,FINISHED,1.0,6022998599409b11fcf89c53
896,602231350a7214d8e900009f,Null,Null,2021-02-09 06:52:37,2021-02-09 06:52:37,Null,2021-02-09 06:52:37,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
897,602299ad0a7214d8e90000d7,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-09 14:18:21,2021-02-09 14:18:21,2021-02-09 14:18:22,2021-02-09 14:18:22,2021-02-09 14:18:22,600.0,2021-02-08 14:18:21,1.0,FINISHED,1.0,6022998599409b11fcf89c53
898,6022d9f60a720f05a80000e8,Null,Null,2021-02-09 18:52:38,2021-02-09 18:52:38,Null,2021-02-09 18:52:38,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
899,602279db0a720f05a800009b,Null,Null,2021-02-09 12:02:35,2021-02-09 12:02:35,Null,2021-02-09 12:02:35,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
900,6022752b0a7214d8e90000be,Null,Null,2021-02-09 11:42:35,2021-02-09 11:42:35,Null,2021-02-09 11:42:35,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
901,602252050a7214d8e90000ae,Null,Null,2021-02-09 09:12:37,2021-02-09 09:12:37,Null,2021-02-09 09:12:37,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
902,6021ec5f0a720f05a800005d,Null,Null,2021-02-09 01:58:55,2021-02-09 01:58:55,Null,2021-02-09 01:58:55,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
903,6022c2820a720f05a80000dd,Null,Null,2021-02-09 17:12:34,2021-02-09 17:12:34,Null,2021-02-09 17:12:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
904,602202540a720f05a800006a,Null,Null,2021-02-09 03:32:36,2021-02-09 03:32:36,Null,2021-02-09 03:32:36,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
905,6022b6cb0a7214d8e90000f8,Null,Null,2021-02-09 16:22:35,2021-02-09 16:22:35,Null,2021-02-09 16:22:35,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
906,6022bb780a7214d8e90000fb,Null,Null,2021-02-09 16:42:32,2021-02-09 16:42:32,Null,2021-02-09 16:42:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
907,6021d8cf0a7214d8e900005c,Null,Null,2021-02-09 00:35:27,2021-02-09 00:35:27,Null,2021-02-09 00:35:27,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
908,602315b50a720f05a8000104,Null,Null,2021-02-09 23:07:33,2021-02-09 23:07:33,Null,2021-02-09 23:07:33,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
909,602344970a7214d8e900012f,Null,Null,2021-02-10 02:27:34,2021-02-10 02:27:34,Null,2021-02-10 02:27:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
910,6023e2c90a7214d8e9000175,Null,Null,2021-02-10 13:42:33,2021-02-10 13:42:33,Null,2021-02-10 13:42:33,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
911,602467370a720f05a80001b7,Null,Null,2021-02-10 23:07:34,2021-02-10 23:07:34,Null,2021-02-10 23:07:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
912,6024024b0a7214d8e900018d,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-10 15:56:59,2021-02-10 15:56:59,2021-02-10 15:57:00,2021-02-10 15:57:00,2021-02-10 15:57:00,250.0,2021-02-05 06:00:00,5.0,FINISHED,25.0,602401f1c081001222409ad6
913,602367ba0a720f05a800012e,Null,Null,2021-02-10 04:57:30,2021-02-10 04:57:30,Null,2021-02-10 04:57:30,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
914,602438550a720f05a8000192,Null,Null,2021-02-10 19:47:32,2021-02-10 19:47:32,Null,2021-02-10 19:47:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
915,602345c20a7214d8e9000130,Null,Null,2021-02-10 02:32:34,2021-02-10 02:32:34,Null,2021-02-10 02:32:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
916,60233c5f0a720f05a8000119,Null,Null,2021-02-10 01:52:31,2021-02-10 01:52:31,Null,2021-02-10 01:52:31,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
917,602454340a720f05a80001ae,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-10 21:46:28,2021-02-10 21:46:28,2021-02-10 21:46:29,2021-02-10 21:46:37,2021-02-10 21:46:29,789.2,2021-02-01 00:00:00,2.0,FINISHED,5.88,60245433efa60112282c1859
918,6023a2530a720f05a8000144,Null,Null,2021-02-10 09:07:31,2021-02-10 09:07:31,Null,2021-02-10 09:07:31,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
919,60245dd50a720f05a80001b2,Null,Null,2021-02-10 22:27:33,2021-02-10 22:27:33,Null,2021-02-10 22:27:33,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
920,60244d6e0a7214d8e90001c9,Null,Null,2021-02-10 21:17:34,2021-02-10 21:17:34,Null,2021-02-10 21:17:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
921,6024024b0a7214d8e900018c,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-10 15:56:59,2021-02-10 15:56:59,2021-02-10 15:56:59,2021-02-10 15:56:59,2021-02-10 15:56:59,500.0,2021-02-07 06:00:00,5.0,FINISHED,25.0,602401f1c081001222409ad6
922,602393180a720f05a800013d,Null,Null,2021-02-10 08:02:32,2021-02-10 08:02:32,Null,2021-02-10 08:02:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
923,6023bfa00a7214d8e9000168,Null,Null,2021-02-10 11:12:32,2021-02-10 11:12:32,Null,2021-02-10 11:12:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
924,602462850a720f05a80001b3,Null,Null,2021-02-10 22:47:33,2021-02-10 22:47:33,Null,2021-02-10 22:47:33,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
925,602429930a720f05a800018b,Null,Null,2021-02-10 18:44:35,2021-02-10 18:44:35,2021-02-10 18:44:36,2021-02-10 18:44:36,2021-02-10 18:44:36,250.0,2021-02-07 06:00:00,5.0,FINISHED,49.95,6024291f58b989121e6bad5f
926,602380580a7214d8e900014a,Null,Null,2021-02-10 06:42:32,2021-02-10 06:42:32,Null,2021-02-10 06:42:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
927,602402750a720f05a800016f,5.0,All-receipts receipt bonus,2021-02-10 15:57:41,2021-02-10 15:57:41,2021-02-10 15:57:42,2021-02-10 15:57:42,2021-02-10 15:57:42,5.0,2021-01-27 00:00:00,5.0,FINISHED,49.95,602401f1c081001222409ad6
928,602429640a720f05a8000187,5.0,All-receipts receipt bonus,2021-02-10 18:43:48,2021-02-10 18:43:48,2021-02-10 18:43:49,2021-02-10 18:43:49,2021-02-10 18:43:49,5.0,2021-02-09 18:43:48,1.0,FINISHED,1.0,54943462e4b07e684157a532
929,6023d0080a720f05a8000155,Null,Null,2021-02-10 12:22:32,2021-02-10 12:22:32,Null,2021-02-10 12:22:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
930,60243bdb0a720f05a80001a2,Null,Null,2021-02-10 20:02:35,2021-02-10 20:02:35,Null,2021-02-10 20:02:35,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
931,602460300a7214d8e90001d6,Null,Null,2021-02-10 22:37:36,2021-02-10 22:37:36,Null,2021-02-10 22:37:36,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
932,602331d70a720f05a8000113,Null,Null,2021-02-10 01:07:34,2021-02-10 01:07:34,Null,2021-02-10 01:07:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
933,60245f020a7214d8e90001d5,Null,Null,2021-02-10 22:32:34,2021-02-10 22:32:34,Null,2021-02-10 22:32:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
934,602427ec0a720f05a8000180,Null,Null,2021-02-10 18:37:32,2021-02-10 18:37:32,Null,2021-02-10 18:37:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
935,6023ee820a720f05a8000163,Null,Null,2021-02-10 14:32:34,2021-02-10 14:32:34,Null,2021-02-10 14:32:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
936,602439950a7214d8e90001c2,5.0,All-receipts receipt bonus,2021-02-10 19:52:53,2021-02-10 19:52:53,2021-02-10 19:52:54,2021-02-10 19:52:54,2021-02-10 19:52:53,5.0,2021-01-28 19:52:53,1.0,FINISHED,1.0,54943462e4b07e684157a532
937,602402600a7214d8e9000195,5.0,All-receipts receipt bonus,2021-02-10 15:57:20,2021-02-10 15:57:20,2021-02-10 15:57:21,2021-02-10 15:57:21,2021-02-10 15:57:21,5.0,2021-02-09 15:57:20,4.0,FINISHED,4.66,602401f1c081001222409ad6
938,6024397f0a720f05a8000199,Null,Null,2021-02-10 19:52:31,2021-02-10 19:52:31,Null,2021-02-10 19:52:31,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
939,60258c2b0a7214d8e900028f,Null,Null,2021-02-11 19:57:31,2021-02-11 19:57:31,Null,2021-02-11 19:57:31,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
940,602483540a7214d8e90001ea,Null,Null,2021-02-11 01:07:32,2021-02-11 01:07:32,Null,2021-02-11 01:07:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
941,602561fd0a7214d8e9000273,Null,Null,2021-02-11 16:57:33,2021-02-11 16:57:33,Null,2021-02-11 16:57:33,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
942,602566ae0a7214d8e900027b,Null,Null,2021-02-11 17:17:33,2021-02-11 17:17:33,Null,2021-02-11 17:17:33,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
943,60251e050a720f05a80001fc,Null,Null,2021-02-11 12:07:33,2021-02-11 12:07:33,Null,2021-02-11 12:07:33,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
944,60250b440a720f05a80001f5,Null,Null,2021-02-11 10:47:32,2021-02-11 10:47:32,Null,2021-02-11 10:47:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
945,602531f00a7214d8e900023e,Null,Null,2021-02-11 13:32:32,2021-02-11 13:32:32,Null,2021-02-11 13:32:32,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
946,6025a8580a720f05a8000270,Null,Null,2021-02-11 21:57:44,2021-02-11 21:57:44,Null,2021-02-11 21:57:44,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
947,602558b60a7214d8e9000266,5.0,All-receipts receipt bonus,2021-02-11 16:17:58,2021-02-11 16:17:58,2021-02-11 16:17:58,2021-02-11 16:18:03,2021-02-11 16:17:58,5.0,2021-02-11 00:00:00,5.0,FINISHED,26.0,602558b1efa60114d20e5dc7
948,6025386a0a7214d8e9000241,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-11 14:00:10,2021-02-11 14:00:10,2021-02-11 14:00:18,2021-02-11 14:00:18,2021-02-11 14:00:11,500.0,2021-02-10 14:00:10,2.0,FINISHED,1.0,60253861efa6017a44dc6b50
949,602569060a720f05a8000258,Null,Null,2021-02-11 17:27:34,2021-02-11 17:27:34,Null,2021-02-11 17:27:34,Null,Null,Null,Null,SUBMITTED,Null,5fc961c3b8cfca11a077dd33
